	Contig_name	Sample	Contig_length	ARG	Gene	Gene2	Fam	identity	coverage	start	end	Country	Technology	kraken2023	kaiju_nr_euk	kaiju_refseq	Diamond_nr	Class	Tax	Diamond_nr_genes	Integron	Platon_ID	Length	Coverage	X._ORFs	RDS	Circular	Inc_Type.s.	X._Replication	X._Mobilization	X._OriT	X._Conjugation	X._AMRs	X._rRNAs	X._Plasmid_Hits	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	Surface
1503	DD2_ita_i_NODE_102884_length_1363_cov_5.244648	DD2_ita_i	1363	aph(3')-Ia_10_EU855787	aph(3')-Ia	aph(3')-Ia	Aminoglycoside	99.754	997.549.019.607.843	121	934	Italy	illumina	Pseudomonadota 	Klebsiella pneumoniae	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales"	o	Genes: 1	-	DD2_ita_i_NODE_102884_length_1363_cov_5.244648	1363	NA	2	0.6	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1504	DD2_ita_i_NODE_107006_length_1325_cov_26.826772	DD2_ita_i	1325	tet(X)_2_M37699	tet(X)	tet(X) like	Tetracycline	99.829	100	140	1306	Italy	illumina	Bacteria 	Bacteria	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 1	-	DD2_ita_i_NODE_107006_length_1325_cov_26.826772	1325	NA	1	0.7	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1505	DD2_ita_i_NODE_111894_length_1284_cov_2.004068	DD2_ita_i	1284	blaMOX-5_1_GQ152600	blaMOX-5	blaMOX-5 like	Beta-lactam	97.591	973.090.277.777.778	165	1284	Italy	illumina	Aeromonas caviae 	Aeromonas	Aeromonas	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas caviae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas caviae"	s	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1506	DD2_ita_i_NODE_112568_length_1278_cov_2.556827	DD2_ita_i	1278	lnu(P)_1_FJ589781	lnu(P)	lnu(P)	Lincosamide	100	100	542	1042	Italy	illumina	Sarcina ventriculi 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Clostridia;o_Eubacteriales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Clostridia;o_Eubacteriales"	o	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1507	DD2_ita_i_NODE_115555_length_1253_cov_8.164441	DD2_ita_i	1253	tet(Y)_1_EF495198	tet(Y)	tet(Y)	Tetracycline	100	97.108.843.537.415	112	1253	Italy	illumina	Citrobacter gillenii 	Bacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1508	DD2_ita_i_NODE_118677_length_1230_cov_17.757447	DD2_ita_i	1230	aadA9_1_AJ420072	aadA9	aadA9	Aminoglycoside	100	100	107	943	Italy	illumina	Rothia endophytica 	Corynebacterium sp. L2-79-05	Trueperella pyogenes	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1509	DD2_ita_i_NODE_118844_length_1229_cov_4.143952	DD2_ita_i	1229	tet(40)_1_FJ158002	tet(40)	tet(40)	Tetracycline	100	802.620.802.620.803	250	1229	Italy	illumina	Blautia intestinalis 	Bacteria	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1510	DD2_ita_i_NODE_122679_length_1202_cov_4.299913	DD2_ita_i	1202	blaROB-1_1_DQ840517	blaROB-1	blaROB-1	Beta-lactam	98.918	100.653.594.771.242	91	1014	Italy	illumina	Moraxella pluranimalium 	Pseudomonadota	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1511	DD2_ita_i_NODE_124258_length_1192_cov_2.254178	DD2_ita_i	1192	tet(H)_3_Y15510	tet(H)	tet(H)	Tetracycline	99.913	950.955.943.474.647	49	1192	Italy	illumina	Moraxella pluranimalium 	Bacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1512	DD2_ita_i_NODE_125172_length_1185_cov_25.191150	DD2_ita_i	1185	ere(D)_1_KP265721	ere(D)	ere(D)	Macrolide	98.442	837.000.814.995.925	1	1027	Italy	illumina	Flavobacteriales 	Bacteroidota	Weeksellaceae	k_Bacteria	k_Bacteria	k	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1513	DD2_ita_i_NODE_125680_length_1182_cov_4.464951	DD2_ita_i	1182	aac(6')-Ic_1_M94066	aac(6')-Ic	aac(6')-Ic	Aminoglycoside	93.651	100	628	1068	Italy	illumina	Serratia marcescens 	Serratia marcescens	Serratia marcescens	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia marcescens"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia;s_Serratia marcescens"	s	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1514	DD2_ita_i_NODE_128268_length_1165_cov_45.104505	DD2_ita_i	1165	aadA2_1_NC_010870	aadA2	aadA2	Aminoglycoside	99.877	992.673.992.673.993	107	919	Italy	illumina	Micrococcales 	Gammaproteobacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 1	-	DD2_ita_i_NODE_128268_length_1165_cov_45.104505	1165	NA	1	5.5	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1515	DD2_ita_i_NODE_129440_length_1158_cov_3.440617	DD2_ita_i	1158	lnu(D)_1_EF452177	lnu(D)	lnu(D)	Lincosamide	99.798	100	491	985	Italy	illumina	Sporotomaculum syntrophicum 	Streptococcus uberis	Desulforamulus ferrireducens	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus uberis"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus uberis"	s	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1516	DD2_ita_i_NODE_131351_length_1146_cov_5.287809	DD2_ita_i	1146	aadA13_1_AY713504	aadA13	aadA13	Aminoglycoside	100	100	213	1010	Italy	illumina	Comamonas denitrificans 	Enterobacterales	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1517	DD2_ita_i_NODE_132202_length_1141_cov_3.419890	DD2_ita_i	1141	erm(50)_1_LC473083	erm(50)	erm(50)	Macrolide	100	829.545.454.545.455	1	657	Italy	illumina	Cutibacterium granulosum 	Cutibacterium	Mycobacteriales	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales"	o	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1518	DD2_ita_i_NODE_143797_length_1074_cov_2.803729	DD2_ita_i	1074	blaOXA-427_1_KX827604	blaOXA-427	blaOXA-427	Beta-lactam	86.567	842.767.295.597.484	405	1074	Italy	illumina	Aeromonas caviae 	Aeromonas	Aeromonas	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1519	DD2_ita_i_NODE_149800_length_1044_cov_2.714863	DD2_ita_i	1044	dfrA20_1_AJ605332	dfrA20	dfrA20	Folate pathway antagonist	100	100	277	786	Italy	illumina	Acinetobacter towneri 	Gammaproteobacteria	Acinetobacter baumannii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 3	-	DD2_ita_i_NODE_149800_length_1044_cov_2.714863	1044	NA	1	0.1	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1520	DD2_ita_i_NODE_150312_length_1041_cov_10.813387	DD2_ita_i	1041	erm(B)_18_X66468	erm(B)	erm(B)	Macrolide, Lincosamide, Streptogramin B	99.083	100.131.233.595.801	262	1024	Italy	illumina	Bacillota 	Bacteria	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 1	-	DD2_ita_i_NODE_150312_length_1041_cov_10.813387	1041	NA	1	1.9	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1521	DD2_ita_i_NODE_155124_length_1019_cov_2.756224	DD2_ita_i	1019	mdt(A)_1_X92946	mdt(A)	mdt(A)	Macrolide, Lincosamide, Streptogramin A, Streptogramin B, Tetracycline	89.598	81.066.030.230.708	2	1019	Italy	illumina	Lactococcus garvieae 	Lactococcus garvieae	Lactococcus garvieae	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus"	g	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1522	DD2_ita_i_NODE_155737_length_1016_cov_2.859521	DD2_ita_i	1016	aac(3)-IIa_1_X51534	aac(3)-IIa	aac(3)-II 	Aminoglycoside	100	81.068.524.970.964	1	698	Italy	illumina	Moraxella porci DSM 25326 	Proteus mirabilis	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1523	DD2_ita_i_NODE_15976_length_5287_cov_7.194763	DD2_ita_i	5287	mph(B)_1_D85892	mph(B)	mph(B)	Macrolide	87.291	986.798.679.867.987	3951	4846	Italy	illumina	Jeotgalibaca porci 	Staphylococcus hyicus	Staphylococcus aureus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Staphylococcaceae"	f	Genes: 6	-	DD2_ita_i_NODE_15976_length_5287_cov_7.194763	5287	NA	5	0.4	no	2	0	0	0	0	1	0	0	AAABBA	B>A	c__Bacilli	s__Escherichia_coli	k__Bacteria	dirty drain
1524	DD2_ita_i_NODE_162832_length_985_cov_8.216129	DD2_ita_i	985	aadA5_1_AF137361	aadA5	aadA4/5	Aminoglycoside	99.747	100	139	927	Italy	illumina	Neomicrococcus aestuarii 	Microbacterium lindanitolerans	Bacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1525	DD2_ita_i_NODE_173221_length_944_cov_2.844769	DD2_ita_i	944	erm(A)_3_EU348758	erm(A)	erm(A)	Macrolide, Lincosamide, Streptogramin B	99.832	100	76	669	Italy	illumina	Gracilibacillus salitolerans 	Enterococcus faecium	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1526	DD2_ita_i_NODE_19490_length_4609_cov_5.374177	DD2_ita_i	4609	mef(C)_1_AB571865	mef(C)	mef(C)	Macrolide	99.918	100	1042	2265	Italy	illumina	Algoriphagus algorifonticola 	Bacteria	Weeksellaceae	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1527	DD2_ita_i_NODE_19490_length_4609_cov_5.374177	DD2_ita_i	4609	mph(G)_1_AB571865	mph(G)	mph(G)	Macrolide	99.774	100	153	1037	Italy	illumina	Algoriphagus algorifonticola 	Bacteria	Weeksellaceae	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota"	p	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1528	DD2_ita_i_NODE_201364_length_850_cov_77.959748	DD2_ita_i	850	sul2_2_AY034138	sul2	sul2	Folate pathway antagonist	100	100	33	848	Italy	illumina	Bacteria 	Bacteria	root	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1529	DD2_ita_i_NODE_213519_length_816_cov_9.453351	DD2_ita_i	816	aadA10_2_AM087405	aadA10	aac(6') like	Aminoglycoside	100	96.642.685.851.319	1	806	Italy	illumina	Pseudomonadota 	Pseudomonadota	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1530	DD2_ita_i_NODE_24250_length_3945_cov_4.446787	DD2_ita_i	3945	ant(6)-Ib_1_FN594949	ant(6)-Ib	ant(6)-Ib	Aminoglycoside	100	100	2721	3578	Italy	illumina	Amedibacterium intestinale 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1531	DD2_ita_i_NODE_24250_length_3945_cov_4.446787	DD2_ita_i	3945	tet(44)_1_NZ_ABDU01000081	tet(44)	tet(44)	Tetracycline	99.74	100	484	2406	Italy	illumina	Amedibacterium intestinale 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1532	DD2_ita_i_NODE_28612_length_3487_cov_5.058858	DD2_ita_i	3487	erm(F)_3_M17808	erm(F)	erm(F)	Macrolide, Lincosamide, Streptogramin B	99.501	100	2572	3372	Italy	illumina	Flavobacterium taihuense 	Bacteria	Bacteroidota	k_Bacteria	k_Bacteria	k	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1533	DD2_ita_i_NODE_29691_length_3391_cov_6.577938	DD2_ita_i	3391	aac(3)-IVa_1_X01385	aac(3)-IVa	aac(3)-IV	Aminoglycoside	99.873	100	2559	3343	Italy	illumina	Bacteria 	Enterobacteriaceae	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 5	-	DD2_ita_i_NODE_29691_length_3391_cov_6.577938	3391	NA	5	5.5	no	0	0	0	0	0	2	0	1	-	-	-	-	-	dirty drain
1534	DD2_ita_i_NODE_29691_length_3391_cov_6.577938	DD2_ita_i	3391	aph(4)-Ia_1_V01499	aph(4)-Ia	aph(4)-Ia	Aminoglycoside	100	100	1313	2338	Italy	illumina	Bacteria 	Enterobacteriaceae	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 5	-	DD2_ita_i_NODE_29691_length_3391_cov_6.577938	3391	NA	5	5.5	no	0	0	0	0	0	2	0	1	-	-	-	-	-	dirty drain
1535	DD2_ita_i_NODE_33089_length_3130_cov_13.455935	DD2_ita_i	3130	lnu(C)_1_AY928180	lnu(C)	lnu(C)	Lincosamide	99.192	100	1016	1510	Italy	illumina	Ezakiella massiliensis 	Bacteria	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1536	DD2_ita_i_NODE_33128_length_3127_cov_10.611979	DD2_ita_i	3127	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	99.844	997.403.946.002.077	1	1921	Italy	illumina	Bacteroides faecalis 	Bacteria	Bacteroidota	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1537	DD2_ita_i_NODE_33922_length_3074_cov_19.398476	DD2_ita_i	3074	tet(33)_1_AY255627	tet(33)	tet(33)	Tetracycline	99.428	100	659	1882	Italy	illumina	Leucobacter chromiiresistens 	Actinomycetes	Actinomycetes	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	c	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1538	DD2_ita_i_NODE_35096_length_2997_cov_38.458532	DD2_ita_i	2997	mph(E)_1_DQ839391	mph(E)	mph(E)	Macrolide	100	100	1893	2777	Italy	illumina	Acinetobacter 	Klebsiella pneumoniae	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	DD2_ita_i_NODE_35096_length_2997_cov_38.458532	2997	NA	2	0.4	no	0	0	0	0	0	2	0	1	-	-	-	-	-	dirty drain
1539	DD2_ita_i_NODE_35096_length_2997_cov_38.458532	DD2_ita_i	2997	msr(E)_1_FR751518	msr(E)	msr(E)	Macrolide, Streptogramin B	100	100	362	1837	Italy	illumina	Acinetobacter 	Klebsiella pneumoniae	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 2	-	DD2_ita_i_NODE_35096_length_2997_cov_38.458532	2997	NA	2	0.4	no	0	0	0	0	0	2	0	1	-	-	-	-	-	dirty drain
1540	DD2_ita_i_NODE_36026_length_2942_cov_20.971943	DD2_ita_i	2942	tet(Z)_1_AF121000	tet(Z)	tet(Z)	Tetracycline	99.481	100	1647	2801	Italy	illumina	Flavimobilis rhizosphaerae 	Actinomycetes	Cellulosimicrobium cellulans	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	c	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1541	DD2_ita_i_NODE_42236_length_2609_cov_18.669146	DD2_ita_i	2609	msr(D)_2_AF274302	msr(D)	msr(D)	Macrolide, Streptogramin B	97.473	100	945	2408	Italy	illumina	Bacteroides difficilis 	unclassified Exiguobacterium	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1542	DD2_ita_i_NODE_44602_length_2504_cov_6.251940	DD2_ita_i	2504	aph(3')-III_1_M26832	aph(3')-III	aph(3')-III	Aminoglycoside	100	100	1523	2317	Italy	illumina	Streptococcus porci DSM 23759 	Streptococcus suis	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1543	DD2_ita_i_NODE_45351_length_2473_cov_14.806452	DD2_ita_i	2473	tet(C)_3_AF055345	tet(C)	tet(C)	Tetracycline	99.832	100	660	1850	Italy	illumina	Pseudomonadota 	Bacteria	Bacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria"	c	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1544	DD2_ita_i_NODE_45467_length_2468_cov_24.204724	DD2_ita_i	2468	tet(Z)_1_AF121000	tet(Z)	tet(Z)	Tetracycline	98.693	993.939.393.939.394	142	1289	Italy	illumina	Actinomycetes 	Actinomycetes	Micrococcales	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	c	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1545	DD2_ita_i_NODE_46615_length_2424_cov_33.515829	DD2_ita_i	2424	blaOXA-211_1_JN861779	blaOXA-211	blaOXA-211 like	Beta-lactam	97.697	100	1468	2292	Italy	illumina	Acinetobacter johnsonii ANC 3681 	Bacteria	Acinetobacter johnsonii	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1546	DD2_ita_i_NODE_46795_length_2418_cov_2.849344	DD2_ita_i	2418	aac(2')-Ib_1_U41471	aac(2')-Ib	aac(2')-Ib	Aminoglycoside	99.66	100	304	891	Italy	illumina	Mycolicibacterium fortuitum 	Mycolicibacterium fortuitum	Mycolicibacterium fortuitum	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycolicibacterium"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycolicibacterium"	g	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1547	DD2_ita_i_NODE_46977_length_2411_cov_7.817063	DD2_ita_i	2411	floR_1_AF071555	floR	floR	Amphenicol	88.477	100	977	2191	Italy	illumina	Alphaproteobacteria 	Brevundimonas naejangsanensis	Brevundimonas nasdae	"k_Bacteria;p_Pseudomonadota"	"k_Bacteria;p_Pseudomonadota"	p	Genes: 3	-	DD2_ita_i_NODE_46977_length_2411_cov_7.817063	2411	NA	3	6.4	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1548	DD2_ita_i_NODE_49474_length_2322_cov_15.672695	DD2_ita_i	2322	tet(A)_6_AF534183	tet(A)	tet(A)	Tetracycline	100	978.039.215.686.274	981	2227	Italy	illumina	Bacteria 	Bacteria	Pseudomonadota	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 3	-	DD2_ita_i_NODE_49474_length_2322_cov_15.672695	2322	NA	3	66.8	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
1549	DD2_ita_i_NODE_51636_length_2250_cov_90.447836	DD2_ita_i	2250	lsa(E)_1_JX560992	lsa(E)	lsa(E)	Lincosamide, Streptogramin A, Pleuromutilin	98.238	993.939.393.939.394	400	1875	Italy	illumina	Lactobacillales 	Streptococcus suis	Streptococcus suis	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
1550	DD2_ita_i_NODE_59371_length_2029_cov_37.720871	DD2_ita_i	2029	tet(39)_1_KT346360	tet(39)	tet(39)	Tetracycline	100	100	842	1963	Italy	illumina	Gammaproteobacteria 	Acinetobacter gerneri DSM 14967 = CIP 107464 = MTCC 9824	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae;g_Acinetobacter"	g	Genes: 2	-	DD2_ita_i_NODE_59371_length_2029_cov_37.720871	2029	NA	2	5.1	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
